Discipline,Gender,Event,phase,type,ENG Description,POR Description,ENG longdescription,POR longdescription,ENG phase Description,POR phase Description
JU,M,073,4,3,Men -73 kg Prelim. Rnd of 16/Rep,"Até 73kg masculino, segunda / repescagem",Men -73 kg Preliminary Round of 16 / Repechages,"Até 73kg masculino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,M,073,M,6,Men -73 kg Victory Ceremony,"Até 73kg masculino, cerimônia premiação",Men -73 kg Victory Ceremony,"Até 73kg masculino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,M,081,0,8,Men -81 kg,Até 81kg masculino,Men -81 kg,Até 81kg masculino,"",""
JU,M,081,1,3,Men -81 kg Gold Medal Contest,"Até 81kg masculino, disputa pelo ouro",Men -81 kg Gold Medal Contest,"Até 81kg masculino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,M,081,2,3,Men -81 kg Semifinals/Brz Mdl Contests,"Até 81kg masc,semifinais/disputas bronze",Men -81 kg Semifinals/Bronze Medal Contests,"Até 81kg masculino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,M,081,3,3,Men -81 kg Quarterfinals/Finals of Rep,"Até 81kg masculino, quartas / repescagem",Men -81 kg Quarterfinals/Finals of Repechage,"Até 81kg masculino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,M,081,4,3,Men -81 kg Prelim. Rnd of 16/Rep,"Até 81kg masculino, segunda / repescagem",Men -81 kg Preliminary Round of 16 / Repechages,"Até 81kg masculino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,M,081,M,6,Men -81 kg Victory Ceremony,"Até 81kg masculino, cerimônia premiação",Men -81 kg Victory Ceremony,"Até 81kg masculino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,M,090,0,8,Men -90 kg,Até 90kg masculino,Men -90 kg,Até 90kg masculino,"",""
JU,M,090,1,3,Men -90 kg Gold Medal Contest,"Até 90kg masculino, disputa pelo ouro",Men -90 kg Gold Medal Contest,"Até 90kg masculino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,M,090,2,3,Men -90 kg Semifinals/Brz Mdl Contests,"Até 90kg masc,semifinais/disputas bronze",Men -90 kg Semifinals/Bronze Medal Contests,"Até 90kg masculino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,M,090,3,3,Men -90 kg Quarterfinals/Finals of Rep,"Até 90kg masculino, quartas / repescagem",Men -90 kg Quarterfinals/Finals of Repechage,"Até 90kg masculino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,M,090,4,3,Men -90 kg Prelim. Rnd of 16/Rep,"Até 90kg masculino, segunda / repescagem",Men -90 kg Preliminary Round of 16 / Repechages,"Até 90kg masculino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,M,090,M,6,Men -90 kg Victory Ceremony,"Até 90kg masculino, cerimônia premiação",Men -90 kg Victory Ceremony,"Até 90kg masculino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,M,100,0,8,Men -100 kg,Até 100kg masculino,Men -100 kg,Até 100kg masculino,"",""
JU,M,100,1,3,Men -100 kg Gold Medal Contest,"Até 100kg masculino, disputa pelo ouro",Men -100 kg Gold Medal Contest,"Até 100kg masculino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,M,100,2,3,Men -100 kg Semifinals/Brz Mdl Contests,"Até 100kg masc,semifinais / bronze",Men -100 kg Semifinals/Bronze Medal Contests,"Até 100kg masculino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,M,100,3,3,Men -100 kg Quarterfinals/Finals of Rep,"Até 100kg masculino,segunda / repescagem",Men -100 kg Quarterfinals/Finals of Repechage,"Até 100kg masculino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,M,100,4,3,Men -100 kg Prelim. Rnd of 16/Rep,"Até 100kg masculino,segunda / repescagem",Men -100 kg Preliminary Round of 16 / Repechages,"Até 100kg masculino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,M,100,M,6,Men -100 kg Victory Ceremony,"Até 100kg masculino, cerimônia premiação",Men -100 kg Victory Ceremony,"Até 100kg masculino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,M,200,0,8,Men +100 kg,Acima de 100kg masculino,Men +100 kg,Acima de 100kg masculino,"",""
JU,M,200,1,3,Men +100 kg Gold Medal Contest,"Acima 100kg masc,  disputa pelo ouro",Men +100 kg Gold Medal Contest,"Acima de 100kg masculino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,M,200,2,3,Men +100 kg Semifinals/Brz Mdl Contests,"Acima 100kg masc,  semifinais / bronze",Men +100 kg Semifinals/Bronze Medal Contests,"Acima de 100kg masculino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,M,200,3,3,Men +100 kg Quarterfinals/Finals of Rep,"Acima 100kg masc, quartas / repescagem",Men +100 kg Quarterfinals/Finals of Repechage,"Acima de 100kg masculino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,M,200,4,3,Men +100 kg Prelim. Rnd of 16/Rep,"Acima 100kg masc, segunda / repescagens",Men +100 kg Preliminary Round of 16 / Repechages,"Acima de 100kg masculino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,M,200,M,6,Men +100 kg Victory Ceremony,"Acima 100kg masc, cerimônia de premiação",Men +100 kg Victory Ceremony,"Acima de 100kg masculino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,W,000,0,8,Women Judo,Judô feminino,Women Judo,Judô feminino,"",""
JU,W,048,0,8,Women -48 kg,Até 48kg feminino,Women -48 kg,Até 48kg feminino,"",""
JU,W,048,1,3,Women -48 kg Gold Medal Contest,"Até 48kg feminino, disputa pelo ouro",Women -48 kg Gold Medal Contest,"Até 48kg feminino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,W,048,2,3,Women -48 kg Semifinals/Brz Mdl Contests,"Até 48kg feminino, semifinais / bronze",Women -48 kg Semifinals/Bronze Medal Contests,"Até 48kg feminino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,W,048,3,3,Women -48 kg Quarterfinals/Finals of Rep,"Até 48kg feminino, quartas / repescagem",Women -48 kg Quarterfinals/Finals of Repechage,"Até 48kg feminino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,W,048,4,3,Women -48 kg Prelim. Rnd of 16/Rep,"Até 48kg feminino, segunda / repescagens",Women -48 kg Preliminary Round of 16 / Repechages,"Até 48kg feminino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,W,048,M,6,Women -48 kg Victory Ceremony,"Até 48kg feminino,cerimônia de premiação",Women -48 kg Victory Ceremony,"Até 48kg feminino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,W,052,0,8,Women -52 kg,Até 52kg feminino,Women -52 kg,Até 52kg feminino,"",""
JU,W,052,1,3,Women -52 kg Gold Medal Contest,"Até 52kg feminino, disputa pelo ouro",Women -52 kg Gold Medal Contest,"Até 52kg feminino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,W,052,2,3,Women -52 kg Semifinals/Brz Mdl Contests,"Até 52kg feminino, semifinais / bronze",Women -52 kg Semifinals/Bronze Medal Contests,"Até 52kg feminino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,W,052,3,3,Women -52 kg Quarterfinals/Finals of Rep,"Até 52kg feminino, quartas / repescagem",Women -52 kg Quarterfinals/Finals of Repechage,"Até 52kg feminino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,W,052,4,3,Women -52 kg Prelim. Rnd of 16/Rep,"Até 52kg feminino, segunda / repescagens",Women -52 kg Preliminary Round of 16 / Repechages,"Até 52kg feminino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,W,052,M,6,Women -52 kg Victory Ceremony,"Até 52kg feminino,cerimônia de premiação",Women -52 kg Victory Ceremony,"Até 52kg feminino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,W,057,0,8,Women -57 kg,Até 57kg feminino,Women -57 kg,Até 57kg feminino,"",""
JU,W,057,1,3,Women -57 kg Gold Medal Contest,"Até 57kg feminino, disputa pelo ouro",Women -57 kg Gold Medal Contest,"Até 57kg feminino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,W,057,2,3,Women -57 kg Semifinals/Brz Mdl Contests,"Até 57kg feminino, semifinais / bronze",Women -57 kg Semifinals/Bronze Medal Contests,"Até 57kg feminino, semifinais /disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,W,057,3,3,Women -57 kg Quarterfinals/Finals of Rep,"Até 57kg feminino, quartas / repescagem",Women -57 kg Quarterfinals/Finals of Repechage,"Até 57kg feminino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,W,057,4,3,Women -57 kg Elimin. Rnd of 16/Rep,"Até 57kg feminino, segunda / repescagens",Women -57 kg Elimination Round of 16 / Repechages,"Até 57kg feminino, segunda fase / repescagens",Elimination Round of 16 / Repechages,Elimination Fase of 16 / Repecagens
JU,W,057,M,6,Women -57 kg Victory Ceremony,"Até 57kg feminino,cerimônia de premiação",Women -57 kg Victory Ceremony,"Até 57kg feminino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,W,063,0,8,Women -63 kg,Até 63kg feminino,Women -63 kg,Até 63kg feminino,"",""
JU,W,063,1,3,Women -63 kg Gold Medal Contest,"Até 63kg feminino, disputa pelo ouro",Women -63 kg Gold Medal Contest,"Até 63kg feminino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,W,063,2,3,Women -63 kg Semifinals/Brz Mdl Contests,"Até 63kg feminino, semifinais / bronze",Women -63 kg Semifinals/Bronze Medal Contests,"Até 63kg feminino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,W,063,3,3,Women -63 kg Quarterfinals/Finals of Rep,"Até 63kg feminino, quartas / repescagem",Women -63 kg Quarterfinals/Finals of Repechage,"Até 63kg feminino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,W,063,4,3,Women -57 kg Prelim. Rnd of 16/Rep,"Até 63kg feminino, segunda / repescagens",Women -57 kg Preliminary Round of 16 / Repechages,"Até 63kg feminino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,W,063,M,6,Women -63 kg Victory Ceremony,"Até 63kg feminino,cerimônia de premiação",Women -63 kg Victory Ceremony,"Até 63kg feminino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,W,070,0,8,Women -70 kg,Até 70kg feminino,Women -70 kg,Até 70kg feminino,"",""
JU,W,070,1,3,Women -70 kg Gold Medal Contest,"Até 70kg feminino, disputa pelo ouro",Women -70 kg Gold Medal Contest,"Até 70kg feminino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,W,070,2,3,Women -70 kg Semifinals/Brz Mdl Contests,"Até 70kg feminino, semifinais / bronze",Women -70 kg Semifinals/Bronze Medal Contests,"Até 70kg feminino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,W,070,3,3,Women -70 kg Quarterfinals/Finals of Rep,"Até 70kg feminino, quartas / repescagem",Women -70 kg Quarterfinals/Finals of Repechage,"Até 70kg feminino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,W,070,4,3,Women -70 kg Prelim. Rnd of 16/Rep,"Até 70kg feminino, segunda / repescagens",Women -70 kg Preliminary Round of 16 / Repechages,"Até 70kg feminino, segunda fase / repescagens",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,W,070,M,6,Women -70 kg Victory Ceremony,"Até 70kg feminino,cerimônia de premiação",Women -70 kg Victory Ceremony,"Até 70kg feminino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
JU,W,171,0,8,Women +70 kg,Acima de 70kg feminino,Women +70 kg,Acima de 70kg feminino,"",""
JU,W,171,1,3,Women +70 kg Gold Medal Contest,"Acima de 70kg fem, disputa pelo ouro",Women +70 kg Gold Medal Contest,"Acima de 70kg feminino, disputa pelo ouro",Gold Medal Contest,Disputa pelo Ouro
JU,W,171,2,3,Women +70 kg Semifinals/Brz Mdl Contests,"Acima de 70kg fem, semifinais / bronze",Women +70 kg Semifinals/Bronze Medal Contests,"Acima de 70kg feminino, semifinais / disputas pelo bronze",Semifinals/Bronze Medal Contests,Semifinals/Bronze Medal Contests
JU,W,171,3,3,Women +70 kg Quarterfinals/Finals of Rep,"Acima de 70kg fem, quartas / repescagem",Women +70 kg Quarterfinals/Finals of Repechage,"Acima de 70kg feminino, quartas de final / finais da repescagem",Quarterfinals/Finals of Repechage,Quarterfinals/Finais da Repescagem
JU,W,171,4,3,Women +70 kg Prelim. Rnd of 16/Rep,"Acima de 70kg fem, segunda / repescagem",Women +70 kg Preliminary Round of 16 / Repechages,"Acima de 70kg feminino, segunda fase / repescagem",Preliminary Round of 16 / Repechages,Segunda fase / Repecagens
JU,W,171,M,6,Women +70 kg Victory Ceremony,"Acima de 70kg fem, cer. de premiação",Women +70 kg Victory Ceremony,"Acima de 70kg feminino, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
OV,0,CFH,0,8,Coffee House,Café,Coffee House,Café,,
OV,0,CLB,0,8,Club,Clube,Club,Clube,,
OV,0,ENP,0,8,Entertainment Programme,Programas de Entretenimento,Entertainment Programme,Programas de Entretenimento,,
OV,0,IFC,0,8,Interfaith Centre,Centro inter-religioso,Interfaith Centre,Centro inter-religioso,,
OV,0,IOC,0,8,IPC Athletes' Commission Election,Eleição da comisssão de atletas do CPI,IPC Athletes' Commission Election,Eleição da comisssão de atletas do COI,,
OV,0,SPE,0,8,Special Events,Eventos especiais,Special Events,Eventos especiais,,
OV,0,TEA,0,8,Team Welcome Ceremonies,Cerimônias de boas-vindas aos times,Team Welcome Ceremonies,Cerimônias de boas-vindas aos times,,
OV,0,THR,0,8,Theatre,Geral,Theatre,Geral,,
OV,0,VTG,0,8,IPC Voting,Votação do CPI,IPC Voting,Votação do CPI,,
PC,0,AR0,0,5,Archery Press Conference,Coletiva de imprensa - Tiro com arco,Archery Press Conference,Coletiva de imprensa - Tiro com arco,,
PC,0,AT0,0,5,Athletics Press Conference,Coletiva de imprensa - Atletismo,Athletics Press Conference,Coletiva de imprensa - Atletismo,,
PC,0,BO0,0,5,Boccia Press Conference,Coletiva de imprensa - Boccia,Boccia Press Conference,Coletiva de imprensa - Boccia,,
PC,0,CF0,0,5,Canoe Sprint Press Conference,Coletiva de imprensa-Canoagem velocidade,Canoe Sprint Press Conference,Coletiva de imprensa - Canoagem velocidade,,,
PC,0,CR0,0,5,Cycling Road Press Conference,Coletiva de imprensa - Prova de estrada,Cycling Road Press Conference,Coletiva de imprensa-Ciclismo de estrada,,
PC,0,CT0,0,5,Cycling Track Press Conference,Coletiva de imprensa - Ciclismo de pista,Cycling Track Press Conference,Coletiva de imprensa - Ciclismo de pista,,
PC,0,EQ0,0,5,Equestrian Press Conference,Coletiva de imprensa - Hipismo,Equestrian Press Conference,Coletiva de imprensa - Hipismo,,
PC,0,FB0,0,5,Football 5-a-side Press Conference,Coletiva de imprensa - Futebol de 5,Football 5-a-side Press Conference,Coletiva de imprensa - Futebol 5,,
PC,0,FT0,0,5,Football 7-a-side Press Conference,Coletiva de imprensa - Futebol de 7,Football 7-a-side Press Conference,Coletiva de imprensa - Futebol 7,,
PC,0,GB0,0,5,Goalball Press Conference,Coletiva de imprensa - Goalball,Goalball Press Conference,Coletiva de imprensa - Goalball,,
PC,0,GL0,0,8,General Press Conference,Coletiva de imprensa - Geral,General Press Conference,Coletiva de imprensa - Geral,,
PC,0,IPC,0,8,IPC/Rio 2016 Press Conference,Coletiva de imprensa - CPI/Rio,IPC/Rio 2016 Press Conference,Coletiva de imprensa - CPI/Rio 2016,,
PC,0,JU0,0,5,Judo Press Conference,Coletiva de imprensa - Judô,Judo Press Conference,Coletiva de imprensa - Judô,,
PC,0,LOC,0,8,LOCOG Press Conference,Coletiva de imprensa - Rio2016,LOCOG Press Conference,Coletiva de imprensa - Rio 2016,,
PC,0,PO0,0,5,Powerlifting Press Conference,Coletiva de imprensa - Halterofilismo,Powerlifting Press Conference,Conférence de presse - Halterofilismo,,
PC,0,RO0,0,5,Rowing Press Conference,Coletiva de imprensa - Remo,Rowing Press Conference,Coletiva de imprensa - Remo,,
PC,0,SA0,0,5,Sailing Press Conference,Coletiva de imprensa - Vela,Sailing Press Conference,Coletiva de imprensa - Vela,,
PC,0,SH0,0,5,Shooting Press Conference,Coletiva de imprensa - Tiro esportivo,Shooting Press Conference,Coletiva de imprensa - Tiro esportivo,,
PC,0,SW0,0,5,Swimming Press Conference,Coletiva de imprensa - Natação,Swimming Press Conference,Coletiva de imprensa - Natação,,
PC,0,TR0,0,5,Triathlon Press Conference,Coletiva de imprensa - Triatlo,Triathlon Press Conference,Coletiva de imprensa - Triatlo,,,
PC,0,TT0,0,5,Table Tennis Press Conference,Coletiva de imprensa - Tênis de mesa,Table Tennis Press Conference,Coletiva de imprensa - Tênis de mesa,,
PC,0,VS0,0,5,Sitting Voleyball Press Conference,Coletiva de imprensa - Voleibol sentado,Sitting Voleyball Press Conference,Coletiva de imprensa - Voleibol sentado,,
PC,0,WB0,0,5,Wheelchair Basketball Press Conference,Coletiva de imprensa - Basquetebol em ca,Wheelchair Basketball Press Conference,Coletiva de imprensa - Basquetebol em cadeira de rodas,,
PC,0,WF0,0,5,Wheelchair Fencing Press Conference,Coletiva de imprensa - Esgrima em cadeir,Wheelchair Fencing Press Conference,Coletiva de imprensa - Esgrima em cadeira de rodas,,
PC,0,WR0,0,5,Wheelchair Rugby Press Conference,Coletiva de imprensa - Rugby em cadeira,Wheelchair Rugby Press Conference,Coletiva de imprensa - Rugby em cadeira de rodas,,
PC,0,WT0,0,5,Wheelchair Tennis Press Conference,Coletiva de imprensa - Tênis de mesa,Wheelchair Tennis Press Conference,Coletiva de imprensa - Tênis em cadeira de rodas,,
PO,0,000,0,8,Powerlifting,Halterofilismo,Powerlifting,Halterofilismo,,
PO,0,RC2,0,8,Riocentro - Pavilion 2,Riocentro - Pavilhão 2,Riocentro - Pavilion 2,Riocentro - Pavilhão 2,,
PO,M,000,0,8,Men's Powerlifting,Halterofilismo masculino,Men's Powerlifting,Halterofilismo masculino,,
